,Fuel Type,,Mileage,,Manual,,red,Options,,Citroen,,Transmission,6 090 Km,N/A,,Petrol,,2015 Citroen C1 1.2 Feel 5-Door,Excellent,,R 127 900,"ABS, Air bags, Aircon, Alarm, Electric Windows, Full service record, Radio                                                                                    ,
                                                                                                                                                        Mags, Multifunction steering, FSH, Bluetooth
BALANCE OF MOTORPLAN , WARRANTY END DATE 
2018/05//04",Gauteng,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen C1,,Condition
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,76 048 Km,,,"Fitted with air-conditioned, power steering, cruise control, blue tooth, usb / I pod connectivity, split rear seats, steering controles, radio / CD, electric windows, airbags, ASB, traction control.                                                                                     ,
                                                                                                                                                        This vehicle is offered with a optional 2yr unlimited millage warranty. vehicle has full service history.",,2013 Citroen DS3 1.6 Thp Ultra Prestige 3dr,Blue,,R 159 950,Gauteng,517195,2016/07/26,Transmission,,Car id,Year,2013,,,Citroen DS3,,Colour
,Fuel Type,,Mileage,,Manual,,white with black roof,Options,,Citroen,,Transmission,32 000 Km,770116,,Petrol,,2013 Citroen DS3 1.6 Thp Ultra Prestige 3dr,excellent,,R 184 900,"ABS, EBS, brake assist, stability control, power steering, central locking, aircon, climate control, CD player, AUX input, USB port",Gauteng,2016/07/26,Colour,,Area,Year,2013,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,Red,Options,,Citroen,,Transmission,25 Km,N/A,,Petrol,,2016 Citroen DS3 1.2 Puretech Design 3-Door (60KW),New,,R 273 400,"ABS, Air bags, Aircon, Alarm, Cruise control, Electric Windows, Motorplan, Radio                                                                                    ,
                                                                                                                                                        the vehicle is still new 2016 model. Its a very good vehicle fuel economy on this car is excellent. and overall its a very excellent car to drive",Free State,2016/07/26,Colour,,Area,Year,2016,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,Silver,Options,,Citroen,,Transmission,74 347 Km,25160,,Petrol,,2010 Citroen C4 1.6 Thp Exclusive,Good,,R 99 995,"<div>*Vehicle is in amazing condition</div><div>*Full Service History</div><div>*Very low mileage</div><div> - </div><div>FEATURES ARE AS FOLLOWS</div><div>*Multi function steering wheel</div><div>*Air Conditioning</div><div>*Airbags</div><div>*Electric Windows and Mirrors</div><div> - </div><div>Christo Zaayman - 084 788 8888 - Carl Retief - 078 493 8547</div><div>Wynand van Huyssteen - 072 224 1662</div><div><a href=""http://www.autonet.co.za"" target="""" rel="""">www.autonet.co.za</div><div>021-85",Western Cape,2016/07/26,Colour,,Area,Year,2010,,Car id,Citroen C4,,Condition
,Fuel Type,,Mileage,,Manual,,burgandy,Options,,Citroen,,Transmission,154 998 Km,N/A,,Petrol,,2011 Citroen C4 1.6 Vti Exclusive,Good,,R 99 995,"air conditioning, alloy wheels/rims,aux in (auxiliary input jack), Bluetooth connectivity,CD player
climate control / automatic air conditioning,  cruise control,daytime driving/running lights, driver airbag, electric windows, electric-adjust mirrors,front fog lamps/lights,light sensor / automatic light control (auto on-off lights) 
 multi-function steering wheel controls, on-board computer / multiinformation display, park distance control (PDC) - front, park distance control (PDC) - rear, power steering, rain sensor (auto wipers), remote central locking, stability control, traction control, USB port 
massaging seats - front ,semi leather, Most competitive retail price on the market. Real Deal",Kwazulu Natal,2016/07/26,Colour,,Area,Year,2011,,Car id,Citroen C4,,Condition
,Options,,Mileage,,Diesel,,Manual,Area,,Citroen,,Fuel Type,38 874 Km,,,"Daytime Driving lights,  Air Conditioning, Power Steering, Automatic Brake System, Radio / CD, Security System, Air Bag, Central Locking                                                                                    ,
                                                                                                                                                        For more information on this vehicle please contact 0816432197. Roadworthy Certificate, Company Demo Vehicle",,2014 Citroen Dispatch 2.0 Hdi,White,,R 299 900,Gauteng,95VRN49742,2016/07/26,Transmission,,Car id,Year,2014,,,Citroen Dispatch,,Colour
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,18 000 Km,,,"A/con, A/bags, CD/radio, Power steering, Central locking.                                                                                    ,
                                                                                                                                                        Contact  Minnaar  084 255 3814, Wimpie 082 855 1271,Jan 074 852 9435 or Rayno 072 307 5925. Finance Avalable. Warranties Available. Trade Ins Welcome. Excludes License, Registration and On Road Costs.",,2013 Citroen DS4 1.6 Thp 200 Sport 5dr,Brown,,R 235 000,Gauteng,6903h,2016/07/26,Transmission,,Car id,Year,2013,,,Citroen DS4,,Colour
,Fuel Type,,Mileage,,Automatic,,Arctic Steel,Options,,Citroen,,Transmission,10 000 Km,503348,,Petrol,,2015 Citroen DS5 1.6 Thp Style A/t,Excellent,,R 329 990,"Air bags, Aircon, Full service record, Leather seats, Sat nav, Sunroof                                                                                    ,
                                                                                                                                                        115kw, Reverse Camera, 60L Fuel Tank, Fuel consumption combined 7.3/100km, Balance of 5yr/100000km S/Plan, Finance available, Trade-In's welcome. Price excludes on the road fees and any additional extra options. Please contact our used car department for assistance. Lee 081 329 9081 or Sixolile 076 724 4798 or Russell 076 287 5852",Gauteng,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen DS5,,Condition
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,78 000 Km,,,"ABS, Air bags, Aircon, Alarm, Electric Windows                                                                                    ,
                                                                                                                                                        VERY clean and reasonably priced car on SPECIAL!!!
Please call me SELLO on 0793078540",,2011 Citroen C3 1.4 Attraction,SILVER,,R 89 900,Gauteng,20160513,2016/07/26,Transmission,,Car id,Year,2011,,,Citroen C3,,Colour
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,35 834 Km,,,"Air Conditioner,Airbags,Power Steering,Electrical Windows (Front),Central Locking,Anti-Lock Braking System,Cruise control,Alloy Wheels,Emergency Brake Assist (EBA),CD/Radio,Electronic Brake Force Distribution (EBD),Electrical Windows (Rear),Bluetooth Enabled,USB port,Steering Wheel Controls,MP3-CD,Day time running lights,Isofix rear seats,",,2015 Citroen C4 Cactus 1.2t Puretech Shine (81kw),WHITE,,R 214 995,Gauteng,54UCP14141,2016/07/26,Transmission,,Car id,Year,2015,,,Citroen C4,,Colour
,Fuel Type,,Mileage,,Manual,,Ruby Red With Black Roof,Options,,Citroen,,Transmission,22 Km,783374,,Petrol,,2016 Citroen DS3 1.6 E-THP Sport 3-Door (120kW),Excellent,,R 283 900,"ABS, EBS, brake assist, stability control, power steering, central locking, aircon, climate control, CD player, AUX input, USB port",Gauteng,2016/07/26,Colour,,Area,Year,2016,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,RED,Options,,Citroen,,Transmission,76 000 Km,N/A,,Petrol,,2012 Citroen DS3 1.6 Thp Sport 3dr,Excellent,,R 169 950,"ABS, Air bags, Aircon, Climate control, Full service record, Leather seats, Park distance control, Radio                                                                                    ,
                                                                                                                                                        CONTACT PEET 072 987 1117/014 594 0704 FOR THE BEST DEALS ON YOUR WHEELS.ALL TRADE INS WELCOME AND NATIONWIDE DELIVERY",North West Province,2016/07/26,Colour,,Area,Year,2012,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,Pearl White,Options,,Citroen,,Transmission,100 Km,510048,,Petrol,,2016 Citroen C4 Cactus 1.2t Puretech Feel (81kw),Excellent,,R 229 990,"81kw, 7"" Inch Touch Screen, Bluetooth. Balance of 5yr/100000 km S/Plan. Finance available Trade-In's welcome. Price excludes on the road fees and any additional extras. Please contact our used car department for any assistance. Lee 081 329 9081 or Sixolile 076 724 4798 or Russell 076 287 5852",Gauteng,2016/07/26,Colour,,Area,Year,2016,,Car id,Citroen C4,,Condition
,Fuel Type,,Mileage,,Manual,,WHITE,Options,,Citroen,,Transmission,250 000 Km,N/A,,Diesel,,2013 Citroen Relay 2.2HDi 130 L3H2 16-Seat,Good,,R 189 900,"ABS, Air bags, Alarm, Electric Windows                                                                                    ,
                                                                                                                                                        Fitted a brand new engine from Peugeot/Citroen Sa",Western Cape,2016/07/26,Colour,,Area,Year,2013,,Car id,Citroen Relay,,Condition
,Fuel Type,,Mileage,,Manual,,Grey,Options,,Citroen,,Transmission,41 000 Km,90657,,Diesel,,2015 Citroen C4 1.6 E- Hdi Seduction 5dr,Excellent,,R 249 990,Balance of 5yr/60000km S/plan. Finance available. Trade ins welcome. Please contact our used car department for any assistance. Lee 081 329 9081 or Sixolile 076 724 4798 or Russell 076 287 5852,Gauteng,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen C4,,Condition
,Fuel Type,,Mileage,,Manual,,Sport Yellow,Options,,Citroen,,Transmission,200 Km,586064,,Petrol,,2015 Citroen DS3 1.6 Thp Sport 3dr,Excellent,,R 214 990,Balance of 4yr/60000km S/Plan . Finance available. Trade ins welcome. Please contact our used car department for any assistance. Lee 081 329 9081 or Sixolile 076 724 4798 or Russell 076 287 5852,Gauteng,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,BLUE,Options,,Citroen,,Transmission,62 000 Km,N/A,,Petrol,,2014 Citroen C3 C3 1.4 VTI ATTRACTION + 5DR MANUAL,Good,,R 109 950,"AA DEKRA ROADWORTHY CHECK
FINANCE AVAILABLE
TRADE INS WELCOME
COUNTRYWDIE DELIVERY t/c apply",Gauteng,2016/07/26,Colour,,Area,Year,2014,,Car id,Citroen C3,,Condition
,Fuel Type,,Mileage,,Manual,,White,Options,,Citroen,,Transmission,72 000 Km,790883,,Petrol,,2013 Citroen DS3 1.6 Thp Ultra Prestige 3dr,excellent,,R 174 900,"ABS, EBS, brake assist, stability control, power steering, central locking, aircon, climate control, CD player, AUX input, USB port",Gauteng,2016/07/26,Colour,,Area,Year,2013,,Car id,Citroen DS3,,Condition
,Fuel Type,,Mileage,,Manual,,Red,Options,,Citroen,,Transmission,25 000 Km,N/A,,Petrol,,2015 Citroen C4 Cactus 1.2 Puretech Feel (60kw),Excellent,,R 199 900,"ABS, Air bags, Aircon, Alarm, Cruise control, Electric Windows, Full service record, Motorplan, Radio",Western Cape,2016/07/26,Colour,,Area,Year,2015,,Car id,Citroen C4,,Condition
,Options,,Mileage,,Petrol,,Manual,Area,,Citroen,,Fuel Type,46 000 Km,,,"Fitted with air-conditioned, power steering, cruise control, blue tooth, usb / I pod connectivity, split rear seats, steering controles, radio / CD, electric windows, airbags, ASB, traction control.                                                                                    ,
                                                                                                                                                        This vehicle has balance of factory warranty and service plan from Citroen. vehicle has a full service history.",,2014 Citroen C4 Aircross 2.0 Attraction,Blue,,R 179 950,Gauteng,517601,2016/07/26,Transmission,,Car id,Year,2014,,,Citroen C4,,Colour
